Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 01/26  17:00:00,29401474.73698303,29401474.736983035,0.0 
 01/26  18:00:00,26666523.572717708,26666523.57271771,0.0 
 01/26  19:00:00,23854912.129420597,23854912.129420605,0.0 
 01/26  20:00:00,10883935.254119202,10883935.254119204,0.0 
 01/26  21:00:00,9899331.820964705,9899331.820964705,0.0 
 01/26  22:00:00,9899331.820964705,9899331.820964705,0.0 
 01/26  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/26  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/27  01:00:00,9469604.825749658,9469604.82574966,0.0 
 01/27  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/27  03:00:00,9469604.825749658,9469604.82574966,0.0 
 01/27  04:00:00,9469604.825749658,9469604.82574966,0.0 
 01/27  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/27  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/27  07:00:00,32471909.381981034,32471909.381981038,5006340.177951725 
 01/27  08:00:00,35159504.50278115,35159504.50278115,7146908.647259825 
 01/27  09:00:00,34596174.6636041,34596174.6636041,0.0 
 01/27  10:00:00,31795057.013065115,31795057.013065122,0.0 
 01/27  11:00:00,29748496.122514784,29748496.12251479,0.0 
 01/27  12:00:00,29602594.97405974,29602594.974059742,0.0 
 01/27  13:00:00,28384001.6354092,28384001.635409202,0.0 
 01/27  14:00:00,29847095.875669755,29847095.875669762,0.0 
 01/27  15:00:00,28860274.209059454,28860274.20905946,0.0 
 01/27  16:00:00,29890958.107422926,29890958.10742293,0.0 
 01/27  17:00:00,30690039.925004344,30690039.92500435,0.0 
 01/27  18:00:00,28990236.723685727,28990236.723685727,0.0 
 01/27  19:00:00,26371746.876513306,26371746.876513302,0.0 
 01/27  20:00:00,10883935.254119202,10883935.254119204,0.0 
 01/27  21:00:00,9899331.820964705,9899331.820964705,0.0 
 01/27  22:00:00,9899331.820964705,9899331.820964705,0.0 
 01/27  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/27  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/28  01:00:00,6404338.596677196,6404338.596677196,0.0 
 01/28  02:00:00,6404338.596677196,6404338.596677196,0.0 
 01/28  03:00:00,6404338.596677196,6404338.596677196,0.0 
 01/28  04:00:00,6404338.596677196,6404338.596677196,0.0 
 01/28  05:00:00,6404338.596677196,6404338.596677196,0.0 
 01/28  06:00:00,6404338.596677196,6404338.596677196,0.0 
 01/28  07:00:00,7595938.596677196,7595938.596677196,0.0 
 01/28  08:00:00,5945428.596677196,5945428.596677196,0.0 
 01/28  09:00:00,5395258.596677196,5395258.596677196,0.0 
 01/28  10:00:00,5395258.596677196,5395258.596677196,0.0 
 01/28  11:00:00,5395258.596677196,5395258.596677196,0.0 
 01/28  12:00:00,5395258.596677196,5395258.596677196,0.0 
 01/28  13:00:00,5395258.596677196,5395258.596677196,0.0 
 01/28  14:00:00,4720258.596677196,4720258.596677196,0.0 
 01/28  15:00:00,4495258.596677196,4495258.596677196,0.0 
 01/28  16:00:00,4495258.596677196,4495258.596677196,0.0 
 01/28  17:00:00,4720258.596677196,4720258.596677196,0.0 
 01/28  18:00:00,7595938.596677196,7595938.596677196,0.0 
 01/28  19:00:00,7595938.596677196,7595938.596677196,0.0 
 01/28  20:00:00,6794038.596677196,6794038.596677196,0.0 
 01/28  21:00:00,6794038.596677196,6794038.596677196,0.0 
 01/28  22:00:00,6794038.596677196,6794038.596677196,0.0 
 01/28  23:00:00,6794038.596677196,6794038.596677196,0.0 
 01/28  24:00:00,6794038.596677196,6794038.596677196,0.0 
