Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 01/17  18:00:00,31937867.012680497,31937867.012680497,0.0 
 01/17  19:00:00,29220041.102944106,29220041.102944106,383747.1838504911 
 01/17  20:00:00,10883935.254119202,10883935.254119204,0.0 
 01/17  21:00:00,9899331.820964705,9899331.820964705,0.0 
 01/17  22:00:00,9899331.820964705,9899331.820964705,0.0 
 01/17  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/17  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/18  01:00:00,9469604.825749658,9469604.82574966,0.0 
 01/18  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/18  03:00:00,9469604.825749658,9469604.82574966,0.0 
 01/18  04:00:00,9469604.825749658,9469604.82574966,0.0 
 01/18  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/18  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/18  07:00:00,33672314.14206118,33672314.14206118,6049528.934308996 
 01/18  08:00:00,35494544.75034694,35494544.75034694,2977020.703482539 
 01/18  09:00:00,32105484.821736198,32105484.821736198,0.0 
 01/18  10:00:00,29787809.736694407,29787809.73669441,0.0 
 01/18  11:00:00,27893838.66999311,27893838.669993117,0.0 
 01/18  12:00:00,28711482.062263213,28711482.062263217,0.0 
 01/18  13:00:00,25452338.471320003,25452338.47132001,0.0 
 01/18  14:00:00,28738244.658633634,28738244.658633634,0.0 
 01/18  15:00:00,28067592.103828993,28067592.103828996,0.0 
 01/18  16:00:00,29093526.875776775,29093526.875776783,0.0 
 01/18  17:00:00,29901104.124187954,29901104.124187957,0.0 
 01/18  18:00:00,23207030.853678763,23207030.85367877,0.0 
 01/18  19:00:00,18822071.556229085,18822071.55622909,0.0 
 01/18  20:00:00,9983935.254119202,9983935.254119204,0.0 
 01/18  21:00:00,8999331.820964705,8999331.820964705,0.0 
 01/18  22:00:00,8999331.820964705,8999331.820964705,0.0 
 01/18  23:00:00,8113188.731125657,8113188.731125657,0.0 
 01/18  24:00:00,6365454.451684226,6365454.451684226,0.0 
 01/19  01:00:00,8569604.825749658,8569604.82574966,0.0 
 01/19  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/19  03:00:00,9469604.825749658,9469604.82574966,0.0 
 01/19  04:00:00,9469604.825749658,9469604.82574966,0.0 
 01/19  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/19  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/19  07:00:00,25917856.139523506,25917856.139523506,0.0 
 01/19  08:00:00,28055003.43433688,28055003.43433688,0.0 
 01/19  09:00:00,30819360.585295413,30819360.585295416,0.0 
 01/19  10:00:00,28967567.947945565,28967567.947945572,0.0 
 01/19  11:00:00,27758966.81834656,27758966.81834656,0.0 
 01/19  12:00:00,29032417.544871744,29032417.544871744,0.0 
 01/19  13:00:00,26097144.52753578,26097144.527535785,0.0 
 01/19  14:00:00,29555101.161291357,29555101.161291357,0.0 
 01/19  15:00:00,28638847.15891904,28638847.158919044,0.0 
 01/19  16:00:00,29768714.54584455,29768714.545844555,0.0 
 01/19  17:00:00,30452051.785677873,30452051.785677873,0.0 
 01/19  18:00:00,22841998.86013346,22841998.86013346,0.0 
 01/19  19:00:00,18994405.11406835,18994405.11406835,0.0 
 01/19  20:00:00,10208935.254119202,10208935.254119204,0.0 
 01/19  21:00:00,9224331.820964705,9224331.820964705,0.0 
 01/19  22:00:00,9899331.820964705,9899331.820964705,0.0 
 01/19  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/19  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/20  01:00:00,9469604.825749658,9469604.82574966,0.0 
 01/20  02:00:00,9469604.825749658,9469604.82574966,0.0 
 01/20  03:00:00,9469604.825749658,9469604.82574966,0.0 
 01/20  04:00:00,9469604.825749658,9469604.82574966,0.0 
 01/20  05:00:00,9469604.825749658,9469604.82574966,0.0 
 01/20  06:00:00,9469604.825749658,9469604.82574966,0.0 
 01/20  07:00:00,23050191.062126994,23050191.062126994,0.0 
 01/20  08:00:00,26644622.51866568,26644622.51866568,0.0 
 01/20  09:00:00,30123978.33770384,30123978.337703843,0.0 
 01/20  10:00:00,28579557.614993293,28579557.614993297,0.0 
 01/20  11:00:00,27684538.365242,27684538.365242004,0.0 
 01/20  12:00:00,28812922.714669406,28812922.714669414,0.0 
 01/20  13:00:00,25291934.984237976,25291934.98423798,0.0 
 01/20  14:00:00,28826771.83015472,28826771.83015473,0.0 
 01/20  15:00:00,27744240.352065302,27744240.35206531,0.0 
 01/20  16:00:00,29043328.05609046,29043328.05609046,0.0 
 01/20  17:00:00,29756411.56463156,29756411.56463157,0.0 
 01/20  18:00:00,22632626.586879842,22632626.586879846,0.0 
 01/20  19:00:00,18027939.308037132,18027939.308037132,0.0 
 01/20  20:00:00,10208935.254119202,10208935.254119204,0.0 
 01/20  21:00:00,9899331.820964705,9899331.820964705,0.0 
 01/20  22:00:00,9899331.820964705,9899331.820964705,0.0 
 01/20  23:00:00,9013188.731125657,9013188.731125657,0.0 
 01/20  24:00:00,7265454.451684226,7265454.451684226,0.0 
 01/21  01:00:00,6404338.596677196,6404338.596677196,0.0 
 01/21  02:00:00,6404338.596677196,6404338.596677196,0.0 
 01/21  03:00:00,6404338.596677196,6404338.596677196,0.0 
 01/21  04:00:00,6404338.596677196,6404338.596677196,0.0 
 01/21  05:00:00,6404338.596677196,6404338.596677196,0.0 
 01/21  06:00:00,6404338.596677196,6404338.596677196,0.0 
 01/21  07:00:00,7595938.596677196,7595938.596677196,0.0 
 01/21  08:00:00,5945428.596677196,5945428.596677196,0.0 
 01/21  09:00:00,5395258.596677196,5395258.596677196,0.0 
 01/21  10:00:00,5395258.596677196,5395258.596677196,0.0 
 01/21  11:00:00,5395258.596677196,5395258.596677196,0.0 
 01/21  12:00:00,5395258.596677196,5395258.596677196,0.0 
 01/21  13:00:00,5395258.596677196,5395258.596677196,0.0 
 01/21  14:00:00,5395258.596677196,5395258.596677196,0.0 
 01/21  15:00:00,5395258.596677196,5395258.596677196,0.0 
 01/21  16:00:00,5395258.596677196,5395258.596677196,0.0 
 01/21  17:00:00,5395258.596677196,5395258.596677196,0.0 
 01/21  18:00:00,7595938.596677196,7595938.596677196,0.0 
 01/21  19:00:00,7595938.596677196,7595938.596677196,0.0 
 01/21  20:00:00,6794038.596677196,6794038.596677196,0.0 
 01/21  21:00:00,6794038.596677196,6794038.596677196,0.0 
 01/21  22:00:00,6794038.596677196,6794038.596677196,0.0 
 01/21  23:00:00,6794038.596677196,6794038.596677196,0.0 
 01/21  24:00:00,6794038.596677196,6794038.596677196,0.0 
